Concept ID,Macro Dimension,Subdomain,Tradition / School,Philosophical Concept,Symbolic Keywords,Visual Evidence Patterns,Visual Inferability,Temporal Requirement,Grounding Rule,Maslow Relevance (Auxiliary),SEP Relationship,SEP Entry,SEP URL,Source Accessed,Ontology Status
PHC-066,Ontology,Identity & Persistence,Phenomenology,Being-toward-Death (Heidegger),Existing toward end; awakening to finitude,Sandglass running out; sunset afterglow; candle burning low; countdown clock,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,physiological; safety,related,"Stanford Encyclopedia of Philosophy: Heidegger, Martin",https://plato.stanford.edu/entries/heidegger/,2026-09-09,candidate
PHC-067,Ontology,"Modality, Chance & Possible Worlds",Analytic Philosophy,Impossible Worlds,Logically contradictory worlds; impossible scenarios,Square circle; cat both dead and alive; taller than oneself; Escher staircase,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,direct,Stanford Encyclopedia of Philosophy: impossible worlds,https://plato.stanford.edu/entries/impossible-worlds/,2026-09-09,ontology_only
PHC-068,Ontology,"Modality, Chance & Possible Worlds",Analytic Philosophy,Modal Metaphysics,Interweaving possible and necessary; modal judgment,Dice outcomes; possible tilt of scales; fork-choice; unopened blind box,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,direct,Stanford Encyclopedia of Philosophy: modal metaphysics,https://plato.stanford.edu/entries/descartes-modal/,2026-09-09,ontology_only
PHC-069,Ontology,"Modality, Chance & Possible Worlds",Analytic Philosophy,Modal Variation (David Lewis),Variation across possibilities; transworld change,Telescope focusing; gradient colour-scale; sliding control; volume-slider,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Lewis, David",https://plato.stanford.edu/entries/david-lewis/,2026-09-09,ontology_only
PHC-070,Ontology,"Modality, Chance & Possible Worlds",Analytic Philosophy,Possibilism vs Actualism (Lewis),Debate over reality of possible vs actual; abstract vs concrete,Hologram vs physical object; blueprint vs built building; script vs real event; sketch vs finished work,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: possibilism-actualism debate,https://plato.stanford.edu/entries/possibilism-actualism/,2026-09-09,candidate
PHC-071,Ontology,"Modality, Chance & Possible Worlds",Analytic Philosophy,Possible Worlds (David Lewis),Parallel realities; hypothetical branches; modal space,Multiple parallel tracks; branching timelines; mirror-room; forked paths,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,direct,Stanford Encyclopedia of Philosophy: possible worlds,https://plato.stanford.edu/entries/possible-worlds/,2026-09-09,ontology_only
PHC-072,Ontology,"Modality, Chance & Possible Worlds",Analytic Philosophy,Rigid Designators (Kripke),Constant reference; locking across worlds,GPS coordinates; unique ID card; anchored marker; fixed-frequency signal,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: rigid designators,https://plato.stanford.edu/entries/rigid-designators/,2026-09-09,candidate
PHC-073,Ontology,"Modality, Chance & Possible Worlds",Ancient Greek Philosophy,Aristotelian Modality,Possible vs destined; openness vs closure,Forking road; dice-throw instant; balanced scales; unopened envelope,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Aristotle,https://plato.stanford.edu/entries/aristotle/,2026-09-09,ontology_only
PHC-074,Ontology,"Modality, Chance & Possible Worlds",Metaphysics and Philosophy of Probability,Chance versus Randomness,objective chance; unpredictability; absence of a relevant pattern,dice or a lottery mechanism; repeated outcomes displayed without an evident pattern; a randomized allocation device,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: versus randomness,https://plato.stanford.edu/entries/chance-randomness/,2026-09-09,candidate
PHC-075,Ontology,"Time, Space & Change",Analytic Philosophy,Eternalism,Four-dimensional spread; time-panorama; co-existing moments,Uncut film-reel; expanded timeline; geological strata; complete musical score,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: time,https://plato.stanford.edu/entries/time/,2026-09-09,candidate
PHC-076,Ontology,"Time, Space & Change",Analytic Philosophy,Metaphysics of Change,State-transition; from-one-to-another,Ice to water; seedling to tree; dough rising; metal deforming under heat,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Aristotle,https://plato.stanford.edu/entries/aristotle/,2026-09-09,ontology_only
PHC-077,Ontology,"Time, Space & Change",Analytic Philosophy,Presentism,Only the present; instantaneous reality; perishing past/future,Spotlight on stage; frozen shutter-frame; burning match; striking bell,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: presentism,https://plato.stanford.edu/entries/presentism/,2026-09-09,candidate
PHC-078,Ontology,"Time, Space & Change",Ancient Greek Philosophy,Aristotelian Change,Flux; transformation; from-state-to-state,Ice melting into water; caterpillar to butterfly; sunrise to sunset; seasonal turnover,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: metaphysics,https://plato.stanford.edu/entries/aristotle-metaphysics/,2026-09-09,candidate
PHC-079,Ontology,"Time, Space & Change",Ancient Greek Philosophy,Space (Aristotle),Container; extension; locational relations,Boundless plain; room's four walls; map coordinates; star-chart grid,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Aristotle,https://plato.stanford.edu/entries/aristotle/,2026-09-09,ontology_only
PHC-080,Ontology,"Time, Space & Change",Ancient Greek Philosophy,Time (Aristotle),Flow; sequence; irreversibility,Hourglass sand; pendulum swing; rushing river; calendar leaf turning,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: time,https://plato.stanford.edu/entries/time/,2026-09-09,candidate
PHC-081,Ontology,"Time, Space & Change",Chinese Philosophy,Change (I Ching / Yijing),Unending transformation; hexagram evolution; generative renewal,Turning hexagram lines; rotating compass; four-season cycle; winding water-course,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: Chinese Philosophy: philosophy of change,https://plato.stanford.edu/entries/chinese-change/,2026-09-09,candidate
PHC-082,Ontology,"Time, Space & Change",German Idealism,Event (Hegel),Occurrence; rupture; turning point,Lightning splitting the sky; glass shattering; gear-shift jolt; volcanic eruption,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-083,Ontology,"Time, Space & Change",German Idealism,Space (Kant),Form of intuition; co-existence; outer order,Unfolded map; chessboard layout; theatre stage plan; architectural blueprint,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kant, Immanuel",https://plato.stanford.edu/entries/kant/,2026-09-09,ontology_only
PHC-084,Ontology,"Time, Space & Change",German Idealism,Time (Kant),A priori form; perceptual framework; inner order,Tinted glasses; camera lens filter; coordinate grid; clock dial,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: time,https://plato.stanford.edu/entries/time/,2026-09-09,candidate
PHC-085,Ontology,"Time, Space & Change",Phenomenology,Temporality (Heidegger),Ecstatic; futural; finite unfolding,Arrow in flight; burning candle; growing vine; unfolding scroll,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Heidegger, Martin",https://plato.stanford.edu/entries/heidegger/,2026-09-09,ontology_only
PHC-086,Ontology,"Time, Space & Change",Post-Structuralism,Becoming (Deleuze),Repetition with difference; non-identical generation,Kaleidoscopic pattern-changes; unique fingerprint lines; similar-yet-different leaves; spreading ripples,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Deleuze, Gilles",https://plato.stanford.edu/entries/deleuze/,2026-09-09,ontology_only
PHC-087,Ontology,"Time, Space & Change",Post-Structuralism,Event (Badiou),Rupture; truth-arrival; contingent emergence,Lightning striking; sudden insight; dice settling; spark ignition,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,Stanford Encyclopedia of Philosophy: metaphysics,https://plato.stanford.edu/entries/metaphysics/,2026-09-09,ontology_only
PHC-088,Ontology,"Time, Space & Change",Process Philosophy,"Becoming (Heraclitus, Bergson)",Flux; perpetual renewal; irreversible flow,Ever-flowing river; never-still clouds; changing flame; spinning top,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Bergson, Henri",https://plato.stanford.edu/entries/bergson/,2026-09-09,ontology_only
PHC-089,Ontology,"Time, Space & Change",Process Philosophy,Becoming (Whitehead),Creation; in-process; dynamic formation,Clay on wheel; hatching egg; developing photo; crystallising substance,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Whitehead, Alfred North",https://plato.stanford.edu/entries/whitehead/,2026-09-09,ontology_only
PHC-090,Ontology,"Time, Space & Change",Process Philosophy,Event (Whitehead),Unit of occurrence; moment-whole; experiential fragment,Firework burst; shutter-captured instant; water-drop splash; single heartbeat,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Whitehead, Alfred North",https://plato.stanford.edu/entries/whitehead/,2026-09-09,ontology_only
PHC-091,Ontology,"Time, Space & Change",Process Philosophy,Process (Whitehead),Duration; relational network; generative flow,Woven web; flowing water-sequence; melodic line; winding river-course,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Whitehead, Alfred North",https://plato.stanford.edu/entries/whitehead/,2026-09-09,ontology_only
